src/pages/Employee/EmployeeDetails/useEmployeeDetails.ts(2,21): error TS2307: Cannot find module '../../../../services/api' or its corresponding type declarations.
src/pages/Employee/EmployeeDetails/useEmployeeDetails.ts(3,23): error TS2307: Cannot find module '../../../../utils/helpers' or its corresponding type declarations.
src/pages/Employee/EmployeeList/EmployeeModal.tsx(2,21): error TS2307: Cannot find module '../../../../services/api' or its corresponding type declarations.
src/pages/Employee/EmployeeList/EmployeeModal.tsx(3,23): error TS2307: Cannot find module '../../../../utils/helpers' or its corresponding type declarations.
src/pages/Employee/EmployeeList/EmployeeModal.tsx(4,32): error TS2307: Cannot find module '../../../../components/UI/index' or its corresponding type declarations.
src/pages/Employee/EmployeeList/EmployeeModal.tsx(5,19): error TS2307: Cannot find module '../../../../components/UI/Modal' or its corresponding type declarations.
src/pages/Employee/EmployeeList/Employees.tsx(3,54): error TS2307: Cannot find module '../../../../components/UI/index' or its corresponding type declarations.
src/pages/Employee/EmployeeList/EmployeeTable.tsx(3,57): error TS2307: Cannot find module '../../../../components/UI/index' or its corresponding type declarations.
src/pages/Employee/EmployeeList/useEmployees.ts(2,21): error TS2307: Cannot find module '../../../../services/api' or its corresponding type declarations.
src/pages/Employee/EmployeeList/useEmployees.ts(3,36): error TS2307: Cannot find module '../../../../utils/helpers' or its corresponding type declarations.
src/pages/Employee/EmployeeList/useEmployees.ts(4,25): error TS2307: Cannot find module '../../../../utils/user' or its corresponding type declarations.
src/pages/Profile/EmployeeProfile/EmployeeProfile.tsx(3,58): error TS2307: Cannot find module '../../../../components/Profile/ProfileUI' or its corresponding type declarations.
src/pages/Profile/EmployeeProfile/EmployeeProfile.tsx(15,31): error TS6133: 'userLevel' is declared but its value is never read.
src/pages/Profile/EmployeeProfile/EmployeeProfile.tsx(193,72): error TS2551: Property 'handleDeleteDepartment' does not exist on type '{ handleUpdateProfile: () => Promise<void>; handleChangePass: () => Promise<void>; handleAdminEditNV: () => Promise<void>; handleCreateDepartment: () => Promise<void>; handleUpdateDepartment: () => Promise<...>; handleCreateEmployee: () => Promise<...>; }'. Did you mean 'handleCreateDepartment'?
src/pages/Profile/EmployeeProfile/ProfileModals.tsx(2,30): error TS2307: Cannot find module '../../../../components/Profile/ProfileModals' or its corresponding type declarations.
src/pages/Profile/EmployeeProfile/useEmployeeProfile.ts(2,21): error TS2307: Cannot find module '../../../../services/api' or its corresponding type declarations.
src/pages/Profile/EmployeeProfile/useEmployeeProfile.ts(124,9): error TS6133: 'handleDeleteDepartment' is declared but its value is never read.
src/pages/Profile/MyProfile/ChangePassModal.tsx(2,21): error TS2307: Cannot find module '../../../../services/api' or its corresponding type declarations.
src/pages/Profile/MyProfile/ChangePassModal.tsx(3,23): error TS2307: Cannot find module '../../../../utils/helpers' or its corresponding type declarations.
src/pages/Profile/MyProfile/ChangePassModal.tsx(4,32): error TS2307: Cannot find module '../../../../components/UI/index' or its corresponding type declarations.
src/pages/Profile/MyProfile/ChangePassModal.tsx(5,19): error TS2307: Cannot find module '../../../../components/UI/Modal' or its corresponding type declarations.
src/pages/Profile/MyProfile/Profile.tsx(3,10): error TS6133: 'toast' is declared but its value is never read.
src/pages/Profile/MyProfile/Profile.tsx(3,35): error TS2307: Cannot find module '../../../../utils/helpers' or its corresponding type declarations.
src/pages/Profile/MyProfile/Profile.tsx(4,51): error TS2307: Cannot find module '../../../../components/UI/index' or its corresponding type declarations.
src/pages/Profile/MyProfile/Profile.tsx(21,68): error TS6133: 'manv' is declared but its value is never read.
src/pages/Profile/MyProfile/UpdateProfileModal.tsx(2,21): error TS2307: Cannot find module '../../../../services/api' or its corresponding type declarations.
src/pages/Profile/MyProfile/UpdateProfileModal.tsx(3,23): error TS2307: Cannot find module '../../../../utils/helpers' or its corresponding type declarations.
src/pages/Profile/MyProfile/UpdateProfileModal.tsx(4,30): error TS2307: Cannot find module '../../../../utils/user' or its corresponding type declarations.
src/pages/Profile/MyProfile/UpdateProfileModal.tsx(5,100): error TS2307: Cannot find module '../../../../utils/vietnamAddresses' or its corresponding type declarations.
src/pages/Profile/MyProfile/UpdateProfileModal.tsx(6,32): error TS2307: Cannot find module '../../../../components/UI/index' or its corresponding type declarations.
